0.499053 ,0.745962
0.32737 ,-4.55314
0.180086 ,0.690833
0.0464914 ,-6.53123
-0.0773335 ,0.732164
-0.193107 ,-7.57431
-0.301584 ,0.840903
-0.403033 ,-7.9048
-0.497447 ,0.793366
-0.58466 ,-3.35005
-0.664416 ,0.79914
-0.736409 ,-2.46833
-0.800311 ,0.989406
-0.855797 ,-1.30889
-0.902561 ,0.901356
-0.94033 ,-0.227232
-0.96887 ,0.406284
-0.988001 ,0.56703
-0.997597 ,-0.531017
-0.997597 ,0.959953
-0.988 ,-1.83965
-0.968869 ,0.944063
-0.940329 ,-3.3484
-0.902561 ,0.609594
-0.855796 ,-4.81685
-0.80031 ,0.113361
-0.736408 ,-5.98375
-0.664416 ,-0.366601
-0.584659 ,-6.62143
-0.497445 ,-0.677433
-0.403031 ,-6.58178
-0.301583 ,-0.726559
-0.193105 ,-5.82279
-0.0773317 ,-0.498685
0.0464933 ,-4.40715
0.180088 ,-0.0512506
0.327373 ,-2.46253
0.499056 ,0.518929
0.796495 ,0.302988

LIFT COEFFICIENT = 0.635104
