  0.499053478      ,  0.745968103    
  0.327370495      ,  -4.55316496    
  0.180086002      ,  0.690841436    
   4.64914516E-02  ,  -6.53125381    
  -7.73335546E-02  ,  0.732167959    
 -0.193106502      ,  -7.57430744    
 -0.301584005      ,  0.840905190    
 -0.403033018      ,  -7.90475845    
 -0.497446507      ,  0.793368638    
 -0.584659994      ,  -3.35006428    
 -0.664416492      ,  0.799147248    
 -0.736409009      ,  -2.46834517    
 -0.800310969      ,  0.989408314    
 -0.855796993      ,  -1.30890632    
 -0.902561486      ,  0.901350439    
 -0.940330029      , -0.227246761    
 -0.968870044      ,  0.406267405    
 -0.988000512      ,  0.567022800    
 -0.997596979      , -0.531044722    
 -0.997596979      ,  0.959950268    
 -0.988000035      ,  -1.83968520    
 -0.968868971      ,  0.944066167    
 -0.940329015      ,  -3.34844017    
 -0.902561009      ,  0.609602213    
 -0.855796456      ,  -4.81689835    
 -0.800310016      ,  0.113373697    
 -0.736407995      ,  -5.98381662    
 -0.664415479      , -0.366583586    
 -0.584658980      ,  -6.62149096    
 -0.497444987      , -0.677413344    
 -0.403030992      ,  -6.58183575    
 -0.301582515      , -0.726540208    
 -0.193104997      ,  -5.82284927    
  -7.73316994E-02  , -0.498669147    
   4.64932993E-02  ,  -4.40720081    
  0.180087999      ,  -5.12393713E-02
  0.327372998      ,  -2.46255422    
  0.499056488      ,  0.518933356    
  0.796494961      ,  0.302980959    
