1,1
0.59299,0.99938
0.405123,0.995179
0.249623,0.9845
0.110553,0.965694
-0.0175664,0.938708
-0.137097,0.905163
-0.249113,0.868144
-0.354052,0.831737
-0.45201,0.8004
-0.54288,0.77826
-0.626438,0.768452
-0.702393,0.772602
-0.770423,0.790534
-0.830197,0.820236
-0.881396,0.858093
-0.923726,0.899354
-0.956932,0.938756
-0.980806,0.971227
-0.995194,0.992565
-1,1
-0.995194,0.992565
-0.980807,0.971227
-0.956933,0.938756
-0.923727,0.899354
-0.881396,0.858094
-0.830198,0.820237
-0.770424,0.790535
-0.702394,0.772602
-0.626439,0.768452
-0.542881,0.77826
-0.452012,0.8004
-0.354054,0.831736
-0.249114,0.868143
-0.137099,0.905162
-0.0175681,0.938707
0.110551,0.965693
0.249621,0.9845
0.40512,0.995179
0.592987,0.99938
1,1
