0.796494 ,0.411877
0.499053 ,-0.450859
0.32737 ,-1.00779
0.180086 ,-1.4737
0.0464915 ,-1.84895
-0.0773336 ,-2.12468
-0.193107 ,-2.29321
-0.301584 ,-2.35051
-0.403033 ,-2.29742
-0.497447 ,-2.14022
-0.58466 ,-1.89053
-0.664416 ,-1.56496
-0.736409 ,-1.18419
-0.800311 ,-0.772021
-0.855797 ,-0.354137
-0.902561 ,0.0435008
-0.94033 ,0.3962
-0.96887 ,0.682007
-0.988001 ,0.883086
-0.997597 ,0.986873
-0.997597 ,0.986872
-0.988 ,0.883085
-0.968869 ,0.682008
-0.940329 ,0.396199
-0.902561 ,0.0434825
-0.855796 ,-0.354154
-0.80031 ,-0.772022
-0.736408 ,-1.18418
-0.664415 ,-1.56495
-0.584659 ,-1.89057
-0.497445 ,-2.14022
-0.403031 ,-2.29739
-0.301583 ,-2.35051
-0.193105 ,-2.29321
-0.0773317 ,-2.12469
0.0464933 ,-1.84893
0.180088 ,-1.47368
0.327373 ,-1.00778
0.499056 ,-0.450846
0.796495 ,0.411883
LIFT COEFFICIENT = -2.86102e-06
